Index,HealthSystem,Name,Adr1,Adr2,City,State,ZipCode,Lat,Lng
8615,Advocate Aurora Health,Chicagoland Children's Health Alliance - Pediatric Infusion Center,3232 Lake Avenue,Suite 330,Wilmette,IL,60091,,
8616,Advocate Aurora Health,Chicagoland Children's Health Alliance - Pediatric Outpatient Center,3232 Lake Avenue,Suite 330,Wilmette,IL,60091,,
8617,Advocate Aurora Health,Chicagoland Children's Health Alliance - Pediatric Immediate Care,3232 Lake Avenue,Suite 330,Wilmette,IL,60091,,
8618,Advocate Aurora Health,Advocate Clinic at Walgreens,5625 N Ridge Ave,Suite 330,Chicago,IL,60660,,
8619,Advocate Aurora Health,Advocate Surgery Center,825 S Milwaukee Ave,Suite 330,Libertyville,IL,60048,,
8620,Advocate Aurora Health,Advocate Medical Group Orthopedics,825 S Milwaukee Ave,Suite 330,Libertyville,IL,60048,,
8621,Advocate Aurora Health,Advocate Medical Group Primary Care,825 S Milwaukee Ave,Suite 330,Libertyville,IL,60048,,
8622,Advocate Aurora Health,Advocate Medical Group Primary Care,825 S Milwaukee Ave,Suite 330,Libertyville,IL,60048,,
8623,Advocate Aurora Health,Advocate Children's Medical Group Pediatric Dermatology,825 S Milwaukee Ave,2nd Floor,Libertyville,IL,60048,,
8624,Advocate Aurora Health,Advocate Medical Group Imaging,825 S Milwaukee Ave,Suite 1314,Libertyville,IL,60048,,
8625,Advocate Aurora Health,Advocate Heart Institute,825 S Milwaukee Ave,Suite 1314,Libertyville,IL,60048,,
8626,Advocate Aurora Health,Advocate Medical Group Obstetrics & Gynecology,825 S Milwaukee Ave,Suite 1314,Libertyville,IL,60048,,
8627,Advocate Aurora Health,Advocate Children's Medical Group Pediatrics,825 S Milwaukee Ave,2nd Floor,Libertyville,IL,60048,,
8628,Advocate Aurora Health,Advocate Medical Group Neurology,825 S Milwaukee Ave,2nd Floor,Libertyville,IL,60048,,
8629,Advocate Aurora Health,Advocate Medical Group General Surgery,825 S Milwaukee Ave,2nd Floor,Libertyville,IL,60048,,
8630,Advocate Aurora Health,Advocate Medical Group Immediate Care Center,825 S Milwaukee Ave,2nd Floor,Libertyville,IL,60048,,
8631,Advocate Aurora Health,Advocate Clinic at Walgreens,7510 N Western Ave,2nd Floor,Chicago,IL,60645,,
8632,Advocate Aurora Health,Advocate Condell Surgical Services,801 S Milwaukee Ave,2nd Floor,Libertyville,IL,60048,,
8633,Advocate Aurora Health,Advocate Condell Cardiac & Pulmonary Rehabilitation,801 S Milwaukee Ave,Main Floor,Libertyville,IL,60048,,
8634,Advocate Aurora Health,Advocate Condell Cancer Institute,801 S Milwaukee Ave,Main Floor,Libertyville,IL,60048,,
8635,Advocate Aurora Health,Advocate Condell Rehabilitation,801 S Milwaukee Ave,Lower Floor,Libertyville,IL,60048,,
8636,Advocate Aurora Health,Advocate Condell Pediatric Alternatives in Creative Therapy,801 S Milwaukee Ave,Lower Floor,Libertyville,IL,60048,,
8637,Advocate Aurora Health,Advocate Condell Orthopedic Center,801 S Milwaukee Ave,Suite 1503C,Libertyville,IL,60048,,
8638,Advocate Aurora Health,Advocate Condell Emergency Services,801 S Milwaukee Ave,Suite 1503C,Libertyville,IL,60048,,
8639,Advocate Aurora Health,Advocate Condell Women's Health Center,801 S Milwaukee Ave,Suite 1503C,Libertyville,IL,60048,,
8640,Advocate Aurora Health,Advocate Condell Women's Imaging,801 S Milwaukee Ave,Suite 1503C,Libertyville,IL,60048,,
8641,Advocate Aurora Health,Advocate Condell Lung & Respiratory Care,801 S Milwaukee Ave,Suite 1503C,Libertyville,IL,60048,,
8642,Advocate Aurora Health,Advocate Condell Infusion Center,801 S Milwaukee Ave,Suite 1503C,Libertyville,IL,60048,,
8643,Advocate Aurora Health,Advocate Condell Wound Care,801 S Milwaukee Ave,Main Floor,Libertyville,IL,60048,,
8644,Advocate Aurora Health,Advocate Condell Lab,801 S Milwaukee Ave,Main Floor,Libertyville,IL,60048,,
8645,Advocate Aurora Health,Advocate Condell Cancer Resource Center,801 S Milwaukee Ave,Main Floor,Libertyville,IL,60048,,
8646,Advocate Aurora Health,Advocate Condell Imaging,801 S Milwaukee Ave,Main Floor,Libertyville,IL,60048,,
8647,Advocate Aurora Health,Advocate Heart Institute,801 S Milwaukee Ave,Main Floor,Libertyville,IL,60048,,
8648,Advocate Aurora Health,Advocate Condell Child Day Center,801 S Milwaukee Ave,Main Floor,Libertyville,IL,60048,,
8649,Advocate Aurora Health,Advocate Condell Brain & Spine Institute,801 S Milwaukee Ave,Suite 1503C,Libertyville,IL,60048,,
8650,Advocate Aurora Health,Advocate Condell Pain Management Center,801 S Milwaukee Ave,Lower Floor,Libertyville,IL,60048,,
8651,Advocate Aurora Health,Advocate Condell Radiation Oncology Center,801 S Milwaukee Ave,Building 880,Libertyville,IL,60048,,
8652,Advocate Aurora Health,Advocate Condell Lactation Center,801 S Milwaukee Ave,Building 880,Libertyville,IL,60030,,
8653,Advocate Aurora Health,Advocate Condell Digestive Health Center,801 S Milwaukee Ave,Building 880,Libertyville,IL,60048,,
8654,Advocate Aurora Health,Advocate Medical Group Occupational Health,801 S Milwaukee Ave,Suite LL403,Libertyville,IL,60048,,
8655,Advocate Aurora Health,Advocate Condell Birthing Center,801 S Milwaukee Ave,Suite LL403,Libertyville,IL,60048,,
8656,Advocate Aurora Health,Advocate Clinic at Walgreens,1825 Willow Rd,Suite LL403,Northfield,IL,60093,,
8657,Advocate Aurora Health,Advocate Condell Rehabilitation,1170 E Belvidere Rd,Suite 109,Grayslake,IL,60030,,
8658,Advocate Aurora Health,Advocate Condell Imaging Center,1170 E Belvidere Rd,Suite 107,Grayslake,IL,60030,,
8659,Advocate Aurora Health,Advocate Clinic at Walgreens,1770 N Milwaukee Ave,Suite 107,Libertyville,IL,60048,,
8660,Advocate Aurora Health,Advocate Clinic at Walgreens,7501 Grand Ave,Suite 107,Gurnee,IL,60031,,
8661,Advocate Aurora Health,Advocate Medical Group Orthopedics,1445 Hunt Club Rd,Ste 304,Gurnee,IL,60031,,
8662,Advocate Aurora Health,Advocate Medical Group Primary Care,1445 Hunt Club Rd,Ste 304,Gurnee,IL,60031,,
8663,Advocate Aurora Health,Advocate Medical Group Obstetrics & Gynecology,1445 Hunt Club Rd,Suite 301,Gurnee,IL,60031,,
8664,Advocate Aurora Health,Advocate Condell Sleep Center,1445 Hunt Club Rd,Suite 203,Gurnee,IL,60031,,
8665,Advocate Aurora Health,Advocate Medical Group Primary Care,1445 Hunt Club Rd,Suite 304,Gurnee,IL,60031,,
8666,Advocate Aurora Health,Advocate Condell Immediate Care Center,1445 Hunt Club Rd,Suite 304,Gurnee,IL,60031,,
8667,Advocate Aurora Health,Advocate Condell Centre Club,1405 N Hunt Club Rd,Suite 304,Gurnee,IL,60031,,
8668,Advocate Aurora Health,Advocate Condell Rehabilitation,1405 N Hunt Club Rd,Suite 304,Gurnee,IL,60031,,
8669,Advocate Aurora Health,Advocate Medical Group Imaging,1435 Hunt Club Rd,Suite 304,Gurnee,IL,60031,,
8670,Advocate Aurora Health,Advocate Medical Group Orthopedics,45 Tower Court,Suite C,Gurnee,IL,60031,,
8671,Advocate Aurora Health,Advocate Medical Group Immediate Care Center,979 West Main Street Unit A,Suite C,West Dundee,IL,60118,,
8672,Advocate Aurora Health,Advocate Christ Surgical Services,93rd St & Kilbourn Ave,3rd Floor,Oak Lawn,IL,60453,,
8673,Advocate Aurora Health,Advocate Christ Imaging,93rd St & Kilbourn Ave,1st Floor,Oak Lawn,IL,60453,,
8674,Advocate Aurora Health,Advocate Christ Diagnostic Center,95th St & Kilbourn Ave,1st Floor,Oak Lawn,IL,60453,,
8675,Advocate Aurora Health,Advocate Christ Heart Failure Clinic,95th St & Kilbourn Ave,"6th Floor, Suite 6210P",Oak Lawn,IL,60453,,
8676,Advocate Aurora Health,Advocate Christ Infusion Center,95th St & Kilbourn Ave,8th Floor,Oak Lawn,IL,60453,,
8677,Advocate Aurora Health,Advocate Christ Rehabilitation,95th St & Kilbourn Ave,7th Floor,Oak Lawn,IL,60453,,
8678,Advocate Aurora Health,Advocate Christ Pulmonary Rehabilitation,95th St & Kilbourn Ave,"6th Floor, Suite 6117P",Oak Lawn,IL,60453,,
8679,Advocate Aurora Health,Advocate Christ Advanced Imaging Center,95th St & Kilbourn Ave,"5th Floor, Suite 5010P",Oak Lawn,IL,60453,,
8680,Advocate Aurora Health,Advocate Christ Imaging,95th St & Kilbourn Ave,5th Floor,Oak Lawn,IL,60453,,
8681,Advocate Aurora Health,Advocate Christ Bone & Joint Institute,95th St & Kilbourn Ave,7th Floor,Oak Lawn,IL,60453,,
8682,Advocate Aurora Health,Advocate Christ Pulmonary Function Lab,95th St & Kilbourn Ave,1st Floor,Oak Lawn,IL,60453,,
8683,Advocate Aurora Health,Advocate Christ Pulmonary Rehabilitation,95th St & Kilbourn Ave,6th Floor,Oak Lawn,IL,60453,,
8684,Advocate Aurora Health,Advocate Christ Wound Care,95th St & Kilbourn Ave,7th Floor,Oak Lawn,IL,60453,,
8685,Advocate Aurora Health,Advocate Christ Digestive Health Center,95th St & Kilbourn Ave,8th Floor,Oak Lawn,IL,60453,,
8686,Advocate Aurora Health,Advocate Christ Cardiac Rehabilitation,95th St & Kilbourn Ave,"6th Floor, Suite 6117P",Oak Lawn,IL,60453,,
8687,Advocate Aurora Health,Advocate Christ Genetics Services,95th St & Kilbourn Ave,"8th Floor, Suite 8210P",Oak Lawn,IL,60453,,
8688,Advocate Aurora Health,Advocate Christ Cancer Institute,95th St & Kilbourn Ave,8th Floor,Oak Lawn,IL,60453,,
8689,Advocate Aurora Health,Advocate Christ Lung Transplant Center,95th St & Kilbourn Ave,6th Floor,Oak Lawn,IL,60453,,
8690,Advocate Aurora Health,Advocate Christ Brain & Spine Institute,95th St & Kilbourn Ave,7th Floor,Oak Lawn,IL,60453,,
8691,Advocate Aurora Health,Advocate Christ Endoscopy Center,95th St & Kilbourn Ave,2nd Floor,Oak Lawn,IL,60453,,
8692,Advocate Aurora Health,Advocate Christ Anticoagulation Clinic,95th St & Kilbourn Ave,"6th Floor, Suite 6242P",Oak Lawn,IL,60453,,
8693,Advocate Aurora Health,Advocate Christ Heart Transplant Center,95th St & Kilbourn Ave,6th Floor,Oak Lawn,IL,60453,,
8694,Banner Health,Banner Children's - Banner Health Clinic,1075 S IDAHO RD STE 206,,APACHE JUNCTION,AZ,85119,,
8695,Banner Health,TOCA at Banner Health,18700 N. 64TH DR. SUITE 205,,GLENDALE,AZ,85308,,
8696,Banner Health,Banner MD Anderson Cancer Center at Banner Thunderbird Medical Center,5555 W THUNDERBIRD RD,,GLENDALE,AZ,85306,,
8697,Banner Health,Banner Children's Specialists Orthopedics Clinic,"5310 W. THUNDERBIRD RD., SUITE 110",,GLENDALE,AZ,85306,,
8698,Banner Health,Banner Health Clinic,18699 N 67TH AVE STE. 120,,GLENDALE,AZ,85308,,
8699,Banner Health,Banner Children�s Specialists Cardiology and Cardiothoracic Surgery Clinic,5310 W THUNDERBIRD RD STE 214,,GLENDALE,AZ,85306,,
8700,Banner Health,Banner Occupational Health Clinic,5601 W EUGIE AVE STE 213,,GLENDALE,AZ,85304,,
8701,Banner Health,Banner Health Clinic,5757 W THUNDERBIRD RD STE E456,,GLENDALE,AZ,85306,,
8702,Banner Health,Banner Children's Specialists Surgery Clinic,5310 W THUNDERBIRD RD STE 301,,GLENDALE,AZ,85306,,
8703,Banner Health,Banner Children's Specialists Urology Clinic,5310 W THUNDERBIRD RD STE 301,,GLENDALE,AZ,85306,,
8704,Banner Health,Banner Children's Specialists Pulmonology and Sleep Medicine Clinic,5310 W THUNDERBIRD RD STE 311,,GLENDALE,AZ,85306,,
8705,Banner Health,Banner Children's Specialists Hematology and Oncology Clinic,"5757 W. THUNDERBIRD RD., SUITE E250",,GLENDALE,AZ,85306,,
8706,Banner Health,Banner Children�s Specialists Neurology Clinic,5310 W THUNDERBIRD RD STE 301,,GLENDALE,AZ,85306,,
8707,Banner Health,Banner Children�s Specialists Gastroenterology Clinic,"5310 W. THUNDERBIRD RD., SUITE 311",,GLENDALE,AZ,85306,,
8708,Banner Health,Banner Children's Specialists Endocrinology Clinic,5310 W THUNDERBIRD RD STE 214,,GLENDALE,AZ,85306,,
8709,Banner Health,Banner Health Clinic,20325 N 51ST AVE STE 170 BLDG 9,,GLENDALE,AZ,85308,,
8710,Banner Health,Banner Children�s Specialists Critical Care Clinic,5555 W THUNDERBIRD RD,,GLENDALE,AZ,85306,,
8711,Banner Health,Banner � University Medicine Women�s Clinic,"15810 S. 45TH ST., SUITE 105",,PHOENIX,AZ,85048,,
8712,Banner Health,Banner MD Anderson Cancer Center at Banner - University Medical Center Phoenix,925 E. MCDOWELL RD.,,PHOENIX,AZ,85006,,
8713,Banner Health,Banner - University Medicine Neurosurgery Clinic,"755 E MCDOWELL RD., 2ND FLOOR",,PHOENIX,AZ,85006,,
8714,Banner Health,Banner Thunderbird Surgery Center,5555 W THUNDERBIRD RD,,GLENDALE,AZ,85306,,
8715,Banner Health,Banner Surgery Center - Union Hills,18301 N 79TH AVE STE E150,,GLENDALE,AZ,85308,,
8716,Banner Health,Banner Surgery Center - Estrella,9301 W THOMAS RD,,PHOENIX,AZ,85037,,
8717,Banner Health,Banner Surgery Center - University,"1111 E MCDOWELL RD, SUITE B",,PHOENIX,AZ,85006,,
8718,Banner Health,Banner Surgery Center - Desert,1500 S DOBSON RD STE 101,,MESA,AZ,85202,,
8719,Banner Health,Banner Surgery Center - Greeley,5890 W 13TH ST STE 102,,GREELEY,CO,80634,,
8720,Banner Health,Banner Surgery Center - Peoria,13640 N PLAZA DEL RIO BLVD STE 135,,PEORIA,AZ,85381,,
8721,Banner Health,Banner Surgery Center - Alvernon,750 N ALVERNON WAY,,TUCSON,AZ,85711,,
8722,Banner Health,Banner Surgery Center - South Valley,"36453 N GANTZEL RD., SUITE 102",,SAN TAN VALLEY,AZ,85140,,
8723,Banner Health,Banner Surgery Center - Loveland,2555 E 13TH ST STE 200,,LOVELAND,CO,80537,,
8724,Banner Health,Banner Surgery Center - Sun City West,14416 W MEEKER BLVD STE 103,,SUN CITY WEST,AZ,85375,,
8725,Banner Health,Banner Surgery Center - Tempe,1940 E. SOUTHERN AVE.,,TEMPE,AZ,85282,,
8726,Banner Health,Banner Imaging Sunwest Breast Center,"5757 W THUNDERBIRD RD, STE W100",,GLENDALE,AZ,85306,,
8727,Banner Health,Banner Imaging Estrella Breast Center,"9305 W THOMAS RD, STE 200",,PHOENIX,AZ,85037,,
8728,Banner Health,Banner Imaging Paradise Valley Breast Center,"16641 N 40TH ST., SUITE W101",,PHOENIX,AZ,85032,,
8729,Banner Health,Banner Baywood�Womens Center,6644 E BAYWOOD AVE,,MESA,AZ,85206,,
8730,Banner Health,Banner Imaging Baywood Breast Center,6553 E BAYWOOD AVE STE 102,,MESA,AZ,85206,,
8731,Banner Health,Banner Imaging Dobson Breast Center,"1450 S DOBSON RD, STE A100",,MESA,AZ,85202,,
8732,Banner Health,North Colorado Medical Center Breast Center,2001 70TH AVE,,GREELEY,CO,80634,,
8733,Banner Health,Banner - University Medicine Breast Imaging Center,4291 N CAMPBELL AVE,,TUCSON,AZ,85719,,
8734,Banner Health,McKee Breast Center,2000 BOISE AVE,,LOVELAND,CO,80538,,
8735,Banner Health,Banner Casa Grande Breast Center,1800 E FLORENCE BLVD,,CASA GRANDE,AZ,85122,,
8736,Banner Health,Horizon Laboratory,2001 70TH AVE,,GREELEY,CO,80634,,
8737,Banner Health,Horizon Laboratory,102 HAYS AVE,,STERLING,AZ,80751,,
8738,Banner Health,Horizon Laboratory,2923 GINNALA DR,,LOVELAND,CO,80738,,
8739,Banner Health,Horizon Laboratory,1230 14TH ST SW,,LOVELAND,CO,80537,,
8740,Banner Health,Horizon Laboratory,2555 E 13TH ST STE 115,,LOVELAND,CO,80537,,
8741,Banner Health,Horizon Laboratory,702 W DRAKE RD BLDG A,,FORT COLLINS,CO,80526,,
8742,Banner Health,Horizon Laboratory,4700 LADY MOON DR,,FORT COLLINS,CO,80528,,
8743,Banner Health,Banner Casa Grande Coumadin Clinic,1800 E FLORENCE BLVD,,CASA GRANDE,AZ,85122,,
8744,Banner Health,Horizon Laboratory,1300 MAIN ST,,WINDSOR,CO,80550,,
8745,Banner Health,Banner Family Pharmacy,5555 W THUNDERBIRD RD,,GLENDALE,AZ,85306,,
8746,Banner Health,Banner Family Pharmacy,1441 N 12TH ST,,PHOENIX,AZ,85006,,
8747,Banner Health,Banner Family Pharmacy,9201 W THOMAS RD,,PHOENIX,AZ,85037,,
8748,Banner Health,Banner Family Pharmacy,1111 E MCDOWELL RD,,PHOENIX,AZ,85006,,
8749,Banner Health,Banner Family Pharmacy,6644 E BAYWOOD AVE,,MESA,AZ,85206,,
8750,Banner Health,Banner Family Pharmacy,1400 S DOBSON RD,,MESA,AZ,85202,,
8751,Banner Health,Banner Family Pharmacy,1801 16TH ST,,GREELEY,CO,80631,,
8752,Banner Health,Banner Family Pharmacy,2001 70TH AVE,,GREELEY,CO,80634,,
8753,Banner Health,Banner Family Pharmacy,13640 N PLAZA DEL RIO BLVD,,PEORIA,AZ,85306,,
8754,Banner Health,Banner Family Pharmacy,2800 E AJO WAY,,TUCSON,AZ,85713,,
8755,Banner Health,Banner Family Pharmacy,1625 N CAMPBELL AVE.,,TUCSON,AZ,85719,,
8756,Banner Health,Banner Family Pharmacy,2555 E 13TH ST STE 125,,LOVELAND,CO,80537,,
8757,Banner Health,Banner Family Pharmacy,14502 W MEEKER BLVD,,SUN CITY WEST,AZ,85375,,
8758,Banner Health,Banner Family Pharmacy,1800 E FLORENCE BLVD,,CASA GRANDE,AZ,85122,,
8759,Banner Health,Banner Family Pharmacy,2946 E BANNER GATEWAY DR,,GILBERT,AZ,85234,,
8760,Banner Health,Banner Family Pharmacy at Banner Gateway,1900 N HIGLEY RD,,GILBERT,AZ,85234,,
8761,Banner Health,Banner MD Anderson Cancer Center at Banner Thunderbird Medical Center,5555 W THUNDERBIRD RD,,GLENDALE,AZ,85306,,
8762,Banner Health,Banner Thunderbird Cardiac and Pulmonary Rehabilitation,5601 W EUGIE AVE STE 211 A & B,,GLENDALE,AZ,85304,,
8763,Banner Health,Banner MD Anderson Cancer Center at Banner - University Medical Center Phoenix,925 E. MCDOWELL RD.,,PHOENIX,AZ,85006,,
8764,Banner Health,Banner - University Medicine Lung Institute,755 E. MCDOWELL ROAD,,PHOENIX,AZ,85006,,
8765,Banner Health,Banner Alzheimer's Institute,901 E WILLETTA ST 1ST FLOOR AND 3RD FLOOR,,PHOENIX,AZ,85006,,
8766,Banner Health,Banner - University Medicine Behavioral Health Clinic,1300 N 12TH ST STE 320,,PHOENIX,AZ,85006,,
8767,Banner Health,Banner - University Medicine Transplant Center and Advanced Liver Disease Clinic,1300 N 12TH ST STE 404,,PHOENIX,AZ,85006,,
8768,Banner Health,Banner - University Medical Center Phoenix Sleep Center,1111 E MCDOWELL RD,,PHOENIX,AZ,85006,,
8769,Banner Health,Banner Estrella Weight Loss Center,9305 W THOMAS RD STE 360,,PHOENIX,AZ,85037,,
8770,Banner Health,Banner Corporate Center,2901 N CENTRAL AVE STE 160,,PHOENIX,AZ,85012,,
8771,Banner Health,Banner Corporate Center Mesa,525 W BROWN RD,,MESA,AZ,85201,,
8772,Banner Health,Hospitality House at North Colorado Medical Center,1910 15TH ST,,GREELEY,CO,80631,,
8773,Banner Health,Banner Corporate Center,7251 W 4TH ST,,GREELEY,CO,80634,,
8774,Banner Health,Banner Olive Branch Senior Center,11250 N 107TH AVE,,SUN CITY,AZ,85351,,
8775,Banner Health,Banner Sun Health Research Institute,10515 W SANTA FE DR,,SUN CITY,AZ,85351,,
8776,Banner Health,Banner Home Care,708 E ROUTE 260 STE A1,,PAYSON,AZ,85541,,
8777,Banner Health,Stepping Stones Adult Day Program,302 3RD ST SE STE 100,,LOVELAND,CO,80537,,
8778,Banner Health,Banner Academy,1410 W 10TH PL,,TEMPE,AZ,85281,,
8779,Genesis Health System,"Genesis Employee Assistance Program, DeWitt",1008 11th Street,,DeWitt,IA,52742,,
8780,Genesis Health System,"Genesis Employee Assistance Program, Clinton",1127 North Second Street,Suite F,Clinton,IA,52732,,
8781,Genesis Health System,"Genesis Occupational Health, Clinton",1647 Lincoln Way,,Clinton,IA,52732,,
8782,Genesis Health System,"Genesis Employee Assistance Program, Muscatine",2925 Cedar Street,Suite 2,Muscatine,IA,52761,,
8783,Genesis Health System,Genesis Employee Wellness,210 West 53rd Street,,Davenport,IA,52806,,
8784,Genesis Health System,"Genesis Occupational Health, Davenport, West 53rd Street",210 West 53rd Street,,Davenport,IA,52806,,
8785,Genesis Health System,"Genesis Employee Assistance Program, Davenport",1910 East Kimberly Road,Suite 314,Davenport,IA,52807,,
8786,Genesis Health System,"Genesis Occupational Health, Bettendorf",4017 Devils Glen Road,Suite 101,Bettendorf,IA,52722,,
8787,Genesis Health System,"Genesis Employee Assistance Program, Bettendorf",2535 Maplecrest Road,Suite 13,Bettendorf,IA,52722,,
8788,Genesis Health System,"Genesis Employee Assistance Program, Rock Island",2100 18th Avenue,Suite 6,Rock Island,IL,61201,,
8789,Genesis Health System,"Genesis Occupational Health, Moline",2526 41st Street,,Moline,IL,61265,,
8790,Genesis Health System,"Genesis Occupational Health, Moline",2526 41st Street,,Moline,IL,61265,,
8791,Genesis Health System,"Genesis Occupational Health, Moline",2526 41st Street,,Moline,IL,61265,,
8792,Genesis Health System,"Genesis Occupational Health, Moline",2526 41st Street,,Moline,IL,61265,,
8793,Genesis Health System,"Genesis Occupational Health, Moline",2526 41st Street,,Moline,IL,61265,,
8794,Genesis Health System,"Genesis Medical Center, DeWitt, Laboratory",1118 11th Street,,DeWitt,IA,52742,,
8795,Genesis Health System,"Genesis Health Group Lab, Eldridge",301 North 4th Avenue,,Eldridge,IA,52748,,
8796,Genesis Health System,"Genesis Health Group, Laboratory, Davenport, W 53rd & NW Boulevard",1520 West 53rd Street,,Davenport,IA,52806,,
8797,Genesis Health System,"Genesis Health Group, Laboratory @ Genesis HealthPlex, Davenport",3200 W. Kimberly Rd.,,Davenport,IA,52806,,
8798,Genesis Health System,"Genesis Health Group, Laboratory, Davenport, West 53rd Street",210 West 53rd Street,,Davenport,IA,52806,,
8799,Genesis Health System,"Genesis Medical Center, Davenport, West Central Park, Laboratory",1401 West Central Park Avenue,,Davenport,IA,52804,,
8800,Genesis Health System,"Genesis Health Group, Laboratory @ Genesis HealthPlex, Bettendorf",2140 53rd Avenue,,Bettendorf,IA,52722,,
8801,Genesis Health System,"Genesis Medical Center, East - Lab",1227 East Rusholme Street,,Davenport,IA,52803,,
8802,Genesis Health System,"Genesis Health Group, Laboratory, Bettendorf, 53rd Avenue @ Woodlands",4321 53rd Avenue,,Bettendorf,IA,52722,,
8803,Genesis Health System,"Genesis Health Group Lab, Lincoln Road",865 Lincoln Road,Suite 300,Bettendorf,IA,52722,,
8804,Genesis Health System,"Genesis Health Group, Lab, Moline Valley View",615 Valley View Drive,,Moline,IL,61265,,
8805,Genesis Health System,"Genesis Health Group, Laboratory @ Genesis HealthPlex, Moline",3900 28th Avenue Drive,,Moline,IL,61265,,
8806,Genesis Health System,"Genesis Health Group, Laboratory, Silvis",855 Illini Drive,Suite 302,Silvis,IL,61282,,
8807,Genesis Health System,"Genesis Medical Center, Silvis - Lab",905 Illini Drive,Building 1,Silvis,IL,61282,,
8808,Genesis Health System,"Genesis Medical Center, DeWitt Pain Clinic",1118 11th Street,,DeWitt,IA,52742,,
8809,Genesis Health System,"Genesis Sleep Disorders Center, DeWitt",1118 11th Street,,DeWitt,IA,52742,,
8810,Genesis Health System,Genesis Cancer Care Institute,1351 West Central Park Avenue,"Pavilion 1, 1st Floor",Davenport,IA,52804,,
8811,Genesis Health System,"Genesis Sleep Disorders Center, West Campus",1401 West Central Park Avenue,,Davenport,IA,52804,,
8812,Genesis Health System,"Genesis Wound & Hyperbaric Institute, Davenport",1351 West Central Park Avenue,Suite 1225,Davenport,IA,52804,,
8813,Genesis Health System,Genesis Sports Concussion Clinic,4700 East 56th Street,,Davenport,IA,52807,,
8814,Genesis Health System,Genesis Center for Digestive Health,2222 53rd Avenue,,Bettendorf,IA,52722,,
8815,Genesis Health System,Genesis Cancer Genetics,1228 East Rusholme Street,"Medical Office Building #1, 2nd floor",Davenport,IA,52803,,
8816,Genesis Health System,Genesis Center for Breast Health,1228 East Rusholme Street,"Medical Office Building #1, 2nd floor",Davenport,IA,52803,,
8817,Genesis Health System,Genesis Center for Weight Management,1230 East Rusholme Street,"Medical Office Building 2, Suite 101",Davenport,IA,52803,,
8818,Genesis Health System,"Genesis Medical Center, DeWitt Pain Clinic",1118 11th Street,,DeWitt,IA,52742,,
8819,Genesis Health System,"Genesis Sleep Disorders Center, DeWitt",1118 11th Street,,DeWitt,IA,52742,,
8820,Genesis Health System,Genesis Cancer Care Institute,1351 West Central Park Avenue,"Pavilion 1, 1st Floor",Davenport,IA,52804,,
8821,Genesis Health System,"Genesis Sleep Disorders Center, West Campus",1401 West Central Park Avenue,,Davenport,IA,52804,,
8822,Genesis Health System,"Genesis Wound & Hyperbaric Institute, Davenport",1351 West Central Park Avenue,Suite 1225,Davenport,IA,52804,,
8823,Genesis Health System,Genesis Sports Concussion Clinic,4700 East 56th Street,,Davenport,IA,52807,,
8824,Genesis Health System,Genesis Center for Digestive Health,2222 53rd Avenue,,Bettendorf,IA,52722,,
8825,Genesis Health System,Genesis Cancer Genetics,1228 East Rusholme Street,"Medical Office Building #1, 2nd floor",Davenport,IA,52803,,
8826,Genesis Health System,Genesis Center for Breast Health,1228 East Rusholme Street,"Medical Office Building #1, 2nd floor",Davenport,IA,52803,,
8827,Genesis Health System,Genesis Center for Weight Management,1230 East Rusholme Street,"Medical Office Building 2, Suite 101",Davenport,IA,52803,,
8828,Genesis Health System,"Genesis Medical Center, DeWitt Pain Clinic",1118 11th Street,,DeWitt,IA,52742,,
8829,Genesis Health System,"Genesis Sleep Disorders Center, DeWitt",1118 11th Street,,DeWitt,IA,52742,,
8830,Genesis Health System,Genesis Cancer Care Institute,1351 West Central Park Avenue,"Pavilion 1, 1st Floor",Davenport,IA,52804,,
8831,Genesis Health System,"Genesis Sleep Disorders Center, West Campus",1401 West Central Park Avenue,,Davenport,IA,52804,,
8832,Genesis Health System,"Genesis Wound & Hyperbaric Institute, Davenport",1351 West Central Park Avenue,Suite 1225,Davenport,IA,52804,,
8833,Genesis Health System,Genesis Sports Concussion Clinic,4700 East 56th Street,,Davenport,IA,52807,,
8834,Genesis Health System,Genesis Center for Digestive Health,2222 53rd Avenue,,Bettendorf,IA,52722,,
8835,Genesis Health System,Genesis Cancer Genetics,1228 East Rusholme Street,"Medical Office Building #1, 2nd floor",Davenport,IA,52803,,
8836,Genesis Health System,Genesis Center for Breast Health,1228 East Rusholme Street,"Medical Office Building #1, 2nd floor",Davenport,IA,52803,,
8837,Genesis Health System,Genesis Center for Weight Management,1230 East Rusholme Street,"Medical Office Building 2, Suite 101",Davenport,IA,52803,,
8838,Genesis Health System,"Genesis Medical Center, DeWitt Pain Clinic",1118 11th Street,,DeWitt,IA,52742,,
8839,Genesis Health System,"Genesis Sleep Disorders Center, DeWitt",1118 11th Street,,DeWitt,IA,52742,,
8840,Genesis Health System,Genesis Cancer Care Institute,1351 West Central Park Avenue,"Pavilion 1, 1st Floor",Davenport,IA,52804,,
8841,Genesis Health System,"Genesis Sleep Disorders Center, West Campus",1401 West Central Park Avenue,,Davenport,IA,52804,,
8842,Genesis Health System,"Genesis Wound & Hyperbaric Institute, Davenport",1351 West Central Park Avenue,Suite 1225,Davenport,IA,52804,,
