GlobalUltimate_Name,Headquarters_Name,BusinessName,Physical_Adr1,Physical_Adr2,Physical_City,Physical_State,Physical_Zip,Physical_Zip4,Country,Telephone
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",4061 Old Peshtigo Rd,,Marinette,WI,54143,3887,USA,7157328040
Advocate Aurora Health Inc.,Advocate Health Care Network,Advocate Health Care Network,7503 Madison St,,Forest Park,IL,60130,1481,USA,7083663770
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,874 Plumas St Frnt,,Yuba City,CA,95991,4023,USA,5306712733
Advocate Aurora Health Inc.,Advocate Health Care Network,Advocate Health Care Network,1441 Branding Ave Ste 200,,Downers Grove,IL,60515,5624,USA,6309637900
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,3723 Harlem Rd,,Buffalo,NY,14215,1907,USA,7168359522
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",,,DALLAS,TX,75267,,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1608 W Allen St FL 1,,Allentown,PA,18102,2012,USA,6104356776
Banner Health,"Banner-University Medical Center Tucson Campus, LLC","Banner-University Medical Center Tucson Campus, LLC",1501 N Campbell Ave,,Tucson,AZ,85724,1,USA,5206946027
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",3003 W Good Hope Rd,,Milwaukee,WI,53209,2042,USA,4145409236
Ascension Health Alliance,Ascension Southeast Michigan,Ascension Southeast Michigan,28363 Hoover Rd,,Warren,MI,48093,4151,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,3301 N Pontiac Trl,,Commerce Township,MI,48390,2746,USA,
Ascension Health Alliance,Alexian Brothers Health System,Alexian Brothers Health System,100 Asbury Oak Ln,,Chattanooga,TN,37419,2226,USA,4238255557
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Frisco Medical Center, L.L.P.",15305 Dallas Pkwy # 1600,,Addison,TX,75001,6491,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,7111 Fairway Dr Ste 400,,West Palm Beach,FL,33418,4207,USA,5617126207
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,"Ameripath Group Holdings, Inc.",7111 Fairway Dr Ste 400,,Palm Beach Gardens,FL,33418,4207,USA,
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,346 Rheem Blvd Ste 104,,Moraga,CA,94556,1588,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,20927 Kelly Rd Ste 3,,East Detroit,MI,48021,3128,USA,
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",1900 Main St Ste 1310,,Green Bay,WI,54302,3910,USA,9204686221
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,3535 San Dimas St Ste 16,,Bakersfield,CA,93301,1697,USA,6616318520
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,950 E Harvard Ave Ste B12,,Denver,CO,80210,7009,USA,3037785715
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,74 Grand Ave,,Massapequa,NY,11758,4957,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8015 W Alameda Ave Ste 40,,Lakewood,CO,80226,3075,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Nichols Institute,Quest Diagnostics Nichols Institute,346 Maine St,,Lawrence,KS,66044,1393,USA,
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc",715 Twining Rd Ste 215,,Dresher,PA,19025,1833,USA,
Ascension Health Alliance,Alexian Brothers Hospital Network,Alexian Brothers Hospital Network,2601 Navistar Dr Bldg 4,,Lisle,IL,60532,3697,USA,8474375500
Baylor Scott & White Health,Baylor Health Care System,"Church University Insurance Company, Ltd",2001 Bryan St Ste 2300,,Dallas,TX,75201,3063,USA,2148203479
New York University,New York University,Leonard N. Stern School of Business,Henry Kaufman MGT Ctr,,New York,NY,10012,,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Lakewood Regional Medical Center, Inc.",3700 South St,,Lakewood,CA,90712,1419,USA,5625312550
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4824 McMahon Blvd NW # 109,,Albuquerque,NM,87114,5412,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,484 Messenger Rd,,Keokuk,IA,52632,2115,USA,
Quest Diagnostics Incorporated,"Solstas Lab Partners Group, LLC",Southern Diagnostic Laboratori,732 7th Ave,,Midfield,AL,35228,2904,USA,
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,560 N Rogers Rd,,Olathe,KS,66062,1211,USA,9137471881
Advocate Aurora Health Inc.,Advocate Health Care Network,Advocate Health Care Network,3633 W Lake Ave,,Glenview,IL,60026,5805,USA,
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",1138 Miller Park Way,,Milwaukee,WI,53214,3653,USA,4143891196
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",3 Fw Town Hall Rd Ste 4,,Menomonee Falls,WI,53051,,USA,2625326899
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",309 Lakeview Dr Ste A,,Belgium,WI,53004,9428,USA,
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",1303 Highway 175,,Hubertus,WI,53033,9304,USA,2626283550
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",1001 Service Rd Ste 101,,Kiel,WI,53042,1297,USA,9208944370
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",N84w16889 Menomonee Ave,,Menomonee Falls,WI,53051,2810,USA,2622518500
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",1290 N Summit Ave Ste 102,,Oconomowoc,WI,53066,4459,USA,
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",115 W Wisconsin Ave,,Pewaukee,WI,53072,3433,USA,2626911130
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",1777 W Grand Ave,,Port Washington,WI,53074,2077,USA,2622843456
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",1813 Ashland Ave,,Sheboygan,WI,53081,6125,USA,9204584010
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",12500 W Bluemound Rd # 201,,Elm Grove,WI,53122,2600,USA,
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",2629 N 7th St,,Sheboygan,WI,53083,4932,USA,9204515000
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",1146 Plankview Green Blvd,,Sheboygan Falls,WI,53085,3393,USA,9204672424
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",6425 W Mequon Rd,,Mequon,WI,53092,1855,USA,2622420051
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",190 Gardner Ave,,Burlington,WI,53105,2160,USA,2627637766
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",248 McHenry St,,Burlington,WI,53105,1828,USA,2627678000
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",201 E Morrissey Dr,,Elkhorn,WI,53121,4395,USA,2627236811
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",7540 22nd Ave,,Kenosha,WI,53143,5702,USA,2626567800
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",5818 W Capitol Dr,,Milwaukee,WI,53216,2247,USA,4144492114
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",3611 S Chicago Ave,,South Milwaukee,WI,53172,3738,USA,4147627270
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",4320 67th Dr,,Union Grove,WI,53182,9338,USA,2628781211
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",4111 W Mitchell St # 300,,Milwaukee,WI,53215,1748,USA,4146433860
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",2900 W Oklahoma Ave,,Milwaukee,WI,53215,4330,USA,4146496000
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",7220 W National Ave,,Milwaukee,WI,53214,4734,USA,4142578500
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",8320 W Bluemound Rd # 125,,Wauwatosa,WI,53213,3367,USA,4143023800
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",130 W Bruce St Ste 200,,Milwaukee,WI,53204,1667,USA,4143841400
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",2801 W Kinnickinnic River,,Milwaukee,WI,53215,3699,USA,
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",5928 W Vliet St Ste 100,,Milwaukee,WI,53208,2165,USA,4142583144
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",7007 N Range Line Rd,,Milwaukee,WI,53209,2620,USA,4143523341
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",3003 W Good Hope Rd,,Milwaukee,WI,53209,2042,USA,4143523100
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",336 W Walnut St,,Milwaukee,WI,53212,3847,USA,4143744000
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",1155 N Honey Creek Pkwy,,Wauwatosa,WI,53213,3189,USA,4146155900
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",4131 W Loomis Rd,,Greenfield,WI,53221,2057,USA,4142815153
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",4025 N 92nd St,,Wauwatosa,WI,53222,1613,USA,4143585420
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",7878 N 76th St,,Milwaukee,WI,53223,3914,USA,4145865710
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",12500 W Bluemound Rd # 201,,Elm Grove,WI,53122,2600,USA,
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",11333 W National Ave,,Milwaukee,WI,53227,3111,USA,4143272295
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",1218 W Kilbourn Ave # 511,,Milwaukee,WI,53233,1330,USA,4142197343
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",945 N 12th St FL 1,,Milwaukee,WI,53233,1305,USA,
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",238 Allen St,,Clinton,WI,53525,9496,USA,
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",101 Express Way,,Bonduel,WI,54107,9041,USA,7157586444
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",801 Jefferson St,,Algoma,WI,54201,1733,USA,9204872887
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",1425 Memorial Dr,,Manitowoc,WI,54220,6707,USA,
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",2521 S Bay Shore Dr,,Sister Bay,WI,54234,9158,USA,9208542347
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",1449 Green Bay Rd,,Sturgeon Bay,WI,54235,3846,USA,9207460672
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",2219 Garfield St,,Two Rivers,WI,54241,2416,USA,9207932281
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",2440 W Mason St 3,,Green Bay,WI,54303,4711,USA,
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",1291 Lombardi Access Rd,,Green Bay,WI,54304,4046,USA,9204989783
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",931 Discovery Rd,,Green Bay,WI,54311,8002,USA,9202885100
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",1021 E Main St,,Merrill,WI,54452,2504,USA,
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",232 Market St,,Nekoosa,WI,54457,1122,USA,
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,325 S Walnut St Ste 325 # 325,,Florence,AL,35630,6803,USA,
Ascension Health Alliance,St. Vincent's East,St. Vincent's East,8017 2nd Ave S,,Birmingham,AL,35206,3807,USA,2058364231
Tenet Healthcare Corporation,Tenet Healthcare Foundation,Tenet Healthcare Foundation,1500 Market St FL 24w,,Philadelphia,PA,19102,2100,USA,2152553330
Banner Health,Banner Health,Banner Health,5757 W Thunderbird Rd E357,,Glendale,AZ,85306,4644,USA,6028431700
Banner Health,Banner Health,Banner Health,5310 W Thunderbird Rd,,Glendale,AZ,85306,4706,USA,6029780892
Baylor Scott & White Health,Healthtexas Provider Network,Healthtexas Provider Network,2625 Elm St Ste 110,,Dallas,TX,75226,1423,USA,9728608600
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4120 Laurel St Ste 103,,Anchorage,AK,99508,5392,USA,9075633170
Baylor Scott & White Health,Baylor Health Services,Baylor Health Services,,,Aspen,CO,81612,,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1 Malcom Ave,,Teterboro,NJ,07608,,USA,2013935000
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2200 Whitney Ave Ste 265,,Hamden,CT,06518,3694,USA,
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,757 Pacific St Ste B1,,Monterey,CA,93940,2819,USA,8313731871
Quest Diagnostics Incorporated,Holmes Hooper Inc,"Hooper Information Services, Inc.",170 Mount Airy Rd,,Basking Ridge,NJ,07920,2022,USA,9087665000
Quest Diagnostics Incorporated,Holmes Hooper Inc,"Hooper Distribution Services, LLC",170 Mount Airy Rd,,Basking Ridge,NJ,07920,2022,USA,9087665000
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"McLaren ASC of Flint, L.L.C.",501 S Ballenger Hwy Ste A,,Flint,MI,48532,3606,USA,8107682044
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,11069 Strang Line Rd,,Lenexa,KS,66215,2181,USA,8006953926
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,13399 Reeck CT,,Southgate,MI,48195,3054,USA,7342853741
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,2150 Joshuas Path Ste 103,,Hauppauge,NY,11788,4773,USA,
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,1350 Broadway Rm 1401,,New York,NY,10018,924,USA,
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,1201 Genelle Dr,,Goodlettsville,TN,37072,9009,USA,6154198694
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,3301 Northland Dr Ste 217,,Austin,TX,78731,4951,USA,
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,952 Chambers St Ste 5,,Ogden,UT,84403,5107,USA,8013999686
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,2222 Benwood St,,Harlingen,TX,78550,8532,USA,9563892440
Ascension Health Alliance,"St. Vincent Randolph Hospital, Inc.",St. Vincent Randolph Hospital Inc,900 N Columbia St,,Union City,IN,47390,9496,USA,7659646200
Banner Health,Banner Health,Banner Health,7300 W Detroit St,,Chandler,AZ,85226,2410,USA,6027479081
Banner Health,Banner Health,"Banner-University Medical Center South Campus, LLC",2800 E Ajo Way,,Tucson,AZ,85713,6204,USA,5208742000
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8549 Parkline Blvd,,Orlando,FL,32809,8128,USA,
Quest Diagnostics Incorporated,"Ameripath, Inc.","Ameripath, Inc.",1145 S Utica Ave Ste 367,,Tulsa,OK,74104,4004,USA,
Banner Health,Sonora Quest Laboratories Llc.,Sonora Quest Laboratories Llc.,2001 W Camelback Rd # 150,,Phoenix,AZ,85015,3466,USA,6022423772
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,2435 Webster St Ste B,,Berkeley,CA,94705,2050,USA,5105493987
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,5430 N Palm Ave Ste 110,,Fresno,CA,93704,1900,USA,
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,1701 Lombard St Ste 106,,Oxnard,CA,93030,8233,USA,8059830558
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,3811 Florin Rd Ste 14,,Sacramento,CA,95823,1803,USA,9163926774
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,3160 Folsom Blvd,,Sacramento,CA,95816,5202,USA,9167333330
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,3355 Burns Rd Ste 301,,Palm Beach Gardens,FL,33410,4356,USA,
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,1860 Okeechobee Rd # 511,,West Palm Beach,FL,33409,5253,USA,
Banner Health,Banner Health,Banner Health,1300 N 12th St Ste 507,,Phoenix,AZ,85006,2849,USA,6028392606
Banner Health,Banner Health,Banner Health,1600 23rd Ave Ste 100,,Greeley,CO,80634,6071,USA,
Banner Health,Banner Health,Banner Health,2555 E 13th St Ste 100,,Loveland,CO,80537,5134,USA,9708205437
Banner Health,Banner Health,Banner Health,1650 Cowles St,,Fairbanks,AK,99701,5907,USA,9074585300
Banner Health,Banner Health,Banner Health,18301 N 79th Ave Ste E,,Glendale,AZ,85308,8463,USA,6234877500
Banner Health,Banner Health,Banner Health,1500 S Dobson Rd Ste 101,,Mesa,AZ,85202,4722,USA,4808388008
Banner Health,Banner Health,Banner Health,13640 N Plz Del Rio Blvd,,Peoria,AZ,85381,4846,USA,6238763800
Banner Health,Banner Health,Banner Health,9165 W Thunderbird Rd,,Peoria,AZ,85381,4847,USA,6238766960
Banner Health,Banner Health,Banner Health,13760 N 93rd Ave Ste 201,,Peoria,AZ,85381,4200,USA,6238763800
Banner Health,Banner Health,Banner Health,9301 W Thomas Rd,,Phoenix,AZ,85037,3327,USA,6233885700
Banner Health,Banner Health,Banner Health,1040 E McDowell Rd,,Phoenix,AZ,85006,2622,USA,
Banner Health,Banner Health,Banner Health,2025 N 3rd St Ste 250,,Phoenix,AZ,85004,1472,USA,
Banner Health,Banner Health,Banner Health,926 E McDowell Rd Ste 122,,Phoenix,AZ,85006,2500,USA,6233274000
Banner Health,Banner Health,Banner Health,928 12th St,,Greeley,CO,80631,4024,USA,9703521056
Banner Health,Banner Health,Banner Health,1800 15th St Ste 200,,Greeley,CO,80631,4563,USA,
Banner Health,Banner Health,Banner Health,222 Johnstown Center Dr,,Johnstown,CO,80534,9030,USA,9705874974
Banner Health,Banner Health,Banner Health,1808 Boise Ave,,Loveland,CO,80538,5012,USA,9702781862
Banner Health,Banner Health,Banner Health,1817 Cheyenne Ave,,Loveland,CO,80538,4244,USA,
Banner Health,Banner Health,Banner Health,2701 Madison Square Dr,,Loveland,CO,80538,3386,USA,9706630722
Banner Health,Banner Health,Banner Health,1808 Boise Ave,,Loveland,CO,80538,5012,USA,9706696660
Banner Health,Banner Health,Banner Health,2555 E 13th St Ste 105,,Loveland,CO,80537,5134,USA,9708100020
Banner Health,Banner Health,Banner Health,2555 E 13th St Ste 130,,Loveland,CO,80537,5135,USA,9706635437
Banner Health,Banner Health,Banner Health,1900 N Higley Rd,,Gilbert,AZ,85234,1604,USA,4803961037
Banner Health,Banner Health,Banner Health,1813 Cheyenne Ave,,Loveland,CO,80538,4244,USA,
Banner Health,Banner Health,Banner Health,8201 Spinnaker Bay Dr D,,Windsor,CO,80528,7533,USA,
Banner Health,Banner Health,Banner Health,14416 W Meeker Blvrd,,Sun City West,AZ,85375,,USA,6235835180
Tenet Healthcare Corporation,"Conifer Health Solutions, LLC","Conifer Health Solutions, LLC",2401 Internet Blvd # 110,,Frisco,TX,75034,5975,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,3489 W 2100 S Ste 200,,Salt Lake City,UT,84119,5836,USA,8019782000
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc","Tenet Healthsystem Medical, Inc",925 Avenue C,,Marrero,LA,70072,3148,USA,5044593215
Banner Health,Banner Health,Banner Health,444 W Osborn Rd Ste 105,,Phoenix,AZ,85013,3816,USA,
New York University,New York University,New York University,145 4th Ave,,New York,NY,10003,4906,USA,2129987100
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2760 Airport Dr Ste 120,,Columbus,OH,43219,2290,USA,6144767000
Tenet Healthcare Corporation,"United Surgical Partners International, Inc.","Old Tesson Surgery Center, L.P.",12639 Old Tesson Rd # 115,,Saint Louis,MO,63128,2786,USA,3142703696
Baylor Scott & White Health,Baylor Health Care System,Baylor Health Care System,8080 N Central Expy,,Dallas,TX,75206,1838,USA,2142653652
New York University,New York University,New York University,550 1st Ave,,New York,NY,10016,6402,USA,2122637300
New York University,New York University,New York University,194 Mercer St FL 4,,New York,NY,10012,1502,USA,2129982090
New York University,New York University,Nyu Langone Hospitals,550 1st Ave,,New York,NY,10016,6402,USA,2122637300
New York University,Nyu Langone Hospitals,Nyu Langone Hospitals,1 Park Ave FL 18,,New York,NY,10016,5804,USA,2124044245
Banner Health,Banner Health,Banner Health,5628 19th St Ste 1,,Greeley,CO,80634,2970,USA,
Ascension Health Alliance,St John Medical Center Inc,St John Medical Center Inc,1923 S Utica Ave,,Tulsa,OK,74104,6520,USA,9187442094
Banner Health,Banner Health,Banner Health,925 E McDowell Rd FL 3,,Phoenix,AZ,85006,2502,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5601 Office Blvd Ne # 200,,Albuquerque,NM,87109,5872,USA,5054493200
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2121 Juan Tabo Blvd Ne,,Albuquerque,NM,87112,3307,USA,5057275955
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5150 Journal Ctr Blvd Ne,,Albuquerque,NM,87109,5900,USA,5057275960
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1721 Rio Rancho Dr SE,,Rio Rancho,NM,87124,1570,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,3005 S Saint Francis Dr 3a,,Santa Fe,NM,87505,7004,USA,5059898538
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,604 W 21st St,,Clovis,NM,88101,4355,USA,5757637200
Banner Health,Banner Health,Banner Health,9305 W Thomas Rd Ste 235,,Phoenix,AZ,85037,3363,USA,6233274144
Banner Health,Banner Health,Banner Health,4400 N 32nd St Ste 140,,Phoenix,AZ,85018,3964,USA,
Banner Health,Banner Health,Banner Health,1111 E McDowell Rd,,Phoenix,AZ,85006,2612,USA,6028394069
Ascension Health Alliance,Seton Ascension,Seton Family of Hospitals,3201 S Water St,,Burnet,TX,78611,4510,USA,5127153000
Banner Health,Banner Health,Banner Health,1300 N 12th St Ste 605,,Phoenix,AZ,85006,2850,USA,6028394567
New York University,New York University,New York University,433 1st Ave Rm 619,,New York,NY,10010,4067,USA,2129985813
Baylor Scott & White Health,Scott & White Memorial Hospital,Scott & White Memorial Hospital,2401 S 31st St,,Temple,TX,76508,1,USA,2547242111
Banner Health,"Banner-University Medical Center Tucson Campus, LLC","Banner-University Medical Center Tucson Campus, LLC",265 W INA Rd,,Tucson,AZ,85704,6204,USA,5206948100
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,101 Yorktown Dr Ste 201,,Atlanta,GA,30349,,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2747 Crescent St,,Astoria,NY,11102,3142,USA,7185452488
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Khs Ambulatory Surgery Center LLC,405 Hurffvl Crsskys Rd,,Sewell,NJ,08080,9340,USA,8565822072
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1020 Rver Oaks Dr Ste 160,,Jackson,MS,39232,,USA,
Baylor Scott & White Health,Baylor Medical Center At Irving,Baylor Medical Center At Irving,440 W Hwy 635,,Irving,TX,75063,,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,70 Walnut St,,Foxboro,MA,02035,5312,USA,5086980133
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,9051 Executive Park Dr # 101,,Knoxville,TN,37923,4606,USA,8656910959
Baylor Scott & White Health,Baylor Medical Center At Waxahachie,Baylor Medical Center At Waxahachie,507 N Highway 77 Ste 700,,Waxahachie,TX,75165,1885,USA,9729383311
Banner Health,"Banner-University Medical Center Tucson Campus, LLC","Banner-University Medical Center Tucson Campus, LLC",3838 N Campbell Ave,,Tucson,AZ,85719,1454,USA,5206942873
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,3915 E Market St Ste 5,,Warren,OH,44484,4710,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,215 Granite Run Dr,,Lancaster,PA,17601,6805,USA,7175698539
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,34 Smithfield Vlg,,East Stroudsburg,PA,18301,,USA,5704211264
Ascension Health Alliance,Ascension Health Alliance,"Seton Center, Inc.",2816 E 23rd St,,Kansas City,MO,64127,4099,USA,8162313955
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Pediatric Surgery Center - Odessa, LLC",235 2nd Ave S,,Saint Petersburg,FL,33701,4365,USA,
Tenet Healthcare Corporation,"Carespot of Austin, LLC","Carespot of Austin, LLC",784 E Prima Vista Blvd,,Port Saint Lucie,FL,34952,2271,USA,7726754024
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2035 Ralph Ave,,Brooklyn,NY,11234,5300,USA,7182091678
